Name,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,SuperPowers,Universe,Alignment,Gender
A.M.A.Z.O,85,100,100,100,100,90,8,"Adaptation,Agility,Cold Resistance,Durability,Electricity Resistance,Endurance,Energy Beams,Energy Blasts,Energy Resistance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Fire Resistance,Flight,Force Fields,Gravity Control,Heat Resistance,Immortality,Indestructible Digestion,Information Analysis,Intelligence,Interstellar Travel,Invulnerability,Jump,Lantern Power Ring,Levitation,Power Absorption,Power Mimicry,Reactive Power Level,Reflexes,Robotic Engineering,Shapeshifting,Size Changing,Spaceflight,Stamina,Super Speed,Super Strength,Toxin and Disease Resistance,Vision - Cryo,Vision - Heat,Vision - Infrared,Vision - Microscopic,Vision - Night,Vision - Telescopic,Vision - Thermal,Vision - X-Ray,Accelerated Healing,Bullet Time,Dimensional Awareness,Electro-Magnetism Manipulation,Electrokinesis,Energy Constructs,Fire Control,Heat Generation,Illusions,Intangibility,Light Control,Master Martial Artist,Mind Blast,Phasing,Portal Creation,Power Absorption Immunity,Regeneration,Self-Sustenance,Spatial Awareness,Stealth,Telekinesis,Telepathy,Invisibility",DCAU - DC Animated Universe,Bad,
Abel Cuvier,55,35,25,25,25,50,2,"Acrobatics,Agility,Animal Attributes,Durability,Endurance,Enhanced Senses,Enhanced Sight,Enhanced Smell,Intelligence,Stamina,Super Speed,Super Strength,Accelerated Healing,Enhanced Hearing,Enhanced Memory,Fire Resistance,Longevity,Animal Oriented Powers",DCAU - DC Animated Universe,,
Ace,55,25,25,25,25,20,2,"Illusions,Mind Control,Telekinesis,Telepathy,Mind Control Resistance,Power Bestowal,Psionic Powers,Reality Warping",DCAU - DC Animated Universe,Neutral,Female
Ace Arn,75,35,50,40,65,40,5,"Agility,Electrokinesis,Endurance,Flight,Intelligence,Magnetism,Stamina,Super Speed,Super Strength,Accelerated Healing,Cosmic Awareness,Interstellar Travel,Godly Physiology,Invulnerability",DCAU - DC Animated Universe,,
Adam Strange,55,25,55,25,30,35,3,"Durability,Energy Beams,Flight,Spaceflight,Stamina,Endurance,Energy Blasts,Interstellar Travel,Power Suit",DCAU - DC Animated Universe,,Male
Alfred Pennyworth,70,5,5,5,5,35,1,Intelligence,DCAU - DC Animated Universe,,
All-Star,0,0,0,0,0,0,0,"Energy Manipulation,Flight",DCAU - DC Animated Universe,Good,Female
Amanda Waller,70,5,1,25,5,25,1,"Intelligence,Social Influencing,Weapon-based Powers",DCAU - DC Animated Universe,,
Amazo (Anti-life),100,100,100,100,100,100,9,"Nigh-Omnipotence,Nigh-Omnipresence,Nigh-Omniscience",DCAU - DC Animated Universe,Bad,
Aqua-Girl,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,Good,Female
Aquaman,55,100,7,30,50,80,4,"Animal Control,Cyborgization,Durability,Stamina,Sub-Mariner,Super Speed,Super Strength,Telepathy,Underwater breathing,Weapons Master,Accelerated Healing,Acrobatics,Agility,Cold Resistance,Dexterity,Electrokinesis,Element Control,Empathy,Endurance,Energy Manipulation,Enhanced Hearing,Enhanced Sight,Enhanced Smell,Fire Resistance,Heat Resistance,Jump,Longevity,Marksmanship,Master Martial Artist,Master Tactician,Mind Control,Reflexes,Stealth,Water Control,Weapon-based Powers,Invulnerability",DCAU - DC Animated Universe,Good,Male
Ares,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Aresia,65,30,25,25,25,95,2,"Agility,Dexterity,Endurance,Intelligence,Master Martial Artist,Master Tactician,Reflexes,Stamina,Swordsmanship,Weapons Master,Accelerated Healing,Acrobatics,Cold Resistance,Heat Resistance,Jump,Pain Suppression,Pressure Points,Regeneration,Toxin and Disease Resistance",DCAU - DC Animated Universe,Bad,Female
Atom,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
B'wana Beast,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Baby-Doll,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Bane,55,55,19,13,30,60,1,"Durability,Master Martial Artist,Master Tactician,Super Strength,Preparation,Statistics Amplification,Stealth,Supernatural Condition",DCAU - DC Animated Universe,Bad,Male
Bat-Mite,50,100,100,100,100,10,8,"Accelerated Healing,Cold Resistance,Dimensional Awareness,Dimensional Travel,Durability,Endurance,Enhanced Hearing,Flight,Gliding,Higher Dimensional Manipulation,Immortality,Interstellar Travel,Invisibility,Invulnerability,Longevity,Magic Resistance,Matter Manipulation,Mind Control Resistance,Necromancy,Plot Manipulation,Reality Warping,Shapeshifting,Size Changing,Stamina,Super Speed,Super Strength,Time Manipulation Resistance,Timeframe Control,Toxin and Disease Resistance,Bullet Time,Electrokinesis,Element Control,Energy Manipulation,Enhanced Memory,Enhanced Senses,Enhanced Sight,Fate Resistance,Illusions,Indomitable Will,Insanity,Intangibility,Magic,Mind Blast,Mind Control,Telepathy Resistance,Time Manipulation,Time Travel,Weather Control,Existence Erasure Resistance",DCAU - DC Animated Universe,,
Batgirl,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Batman,90,10,25,25,20,100,1,"Agility,Durability,Gliding,Hacking,Indomitable Will,Information Analysis,Intelligence,Marksmanship,Master Martial Artist,Master Tactician,Peak Human Condition,Stamina,Stealth,Vehicular Mastery,Weapons Master,Acrobatics,Adaptation,Dexterity,Explosion Manipulation,Intuitive aptitude,Mechanical Aptitude,Reflexes,Vision - Night,Vision - X-Ray,Weapon-based Powers,Electrokinesis,Fear Manipulation,Power Suit",DCAU - DC Animated Universe,Good,Male
Bibbo Bibbowski,45,5,1,5,5,45,1,Null,DCAU - DC Animated Universe,,Male
Big Barda,70,75,50,75,65,100,4,"Endurance,Heat Resistance,Immortality,Intelligence,Master Martial Artist,Stamina,Super Speed,Super Strength,Toxin and Disease Resistance,Weapons Master,Accelerated Healing,Cold Resistance,Electricity Resistance,Energy Resistance,Indomitable Will,Invulnerability,Reflexes,Agility,Flight",DCAU - DC Animated Universe,,
Bizarro,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,Male
Black Adam,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,Male
Black Canary,65,5,5,15,20,85,2,"Acrobatics,Agility,Intelligence,Master Martial Artist,Peak Human Condition,Sonic Scream,Stamina,Endurance,Stealth",DCAU - DC Animated Universe,,Male
Black Mask,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Black Siren,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Booster Gold,55,45,50,55,65,45,5,"Cold Resistance,Durability,Flight,Heat Resistance,Intelligence,Stamina,Super Speed,Super Strength,Energy Armor,Energy Beams,Energy Blasts,Energy Resistance,Interstellar Travel,Invulnerability,Levitation,Power Suit,Time Travel,Toxin and Disease Resistance,Time Manipulation Resistance",DCAU - DC Animated Universe,,Male
Boss Biggis,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Boxy Bennett,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Brainiac,100,75,70,60,80,35,5,"Durability,Energy Absorption,Energy Armor,Energy Beams,Flight,Hacking,Immortality,Intelligence,Interstellar Travel,Nanotechnology,Stamina,Super Speed,Super Strength,Toxin and Disease Resistance,Accelerated Healing,Agility,Duplication,Electricity Resistance,Endurance,Energy Blasts,Energy Manipulation,Energy Resistance,Enhanced Hearing,Enhanced Sight,Heat Resistance,Illusions,Indomitable Will,Levitation,Longevity,Mechanical Aptitude,Power Suit,Radar Sense,Radiation Control,Radiation Immunity,Reactive Power Level,Shapeshifting,Size Changing,Telekinesis,Vision - Infrared,Vision - Microscopic,Vision - Night,Vision - Telescopic,Vision - Thermal,Vision - X-Ray,Time Travel",DCAU - DC Animated Universe,Bad,Male
Brainiac 5,100,40,50,40,85,40,5,"Hacking,Information Analysis,Intelligence,Nanotechnology,Accelerated Healing,Agility,Bionics,Cold Resistance,Energy Absorption,Energy Armor,Energy Beams,Energy Blasts,Energy Constructs,Energy Resistance,Fire Resistance,Flight,Force Fields,Heat Resistance,Immortality,Indomitable Will,Interstellar Travel,Power Suit,Radiation Absorption,Radiation Immunity,Regeneration,Shapeshifting,Size Changing,Spaceflight,Technological Possession,Technopath/Cyberpath,Toxin and Disease Resistance,Invulnerability,Resurrection",DCAU - DC Animated Universe,Bad,Male
Brainiac/Luthor (Brainiac fusion with Lex Luthor),0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Brimstone,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Bronze Tiger,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,Good,Male
Brother Blood (Power of the Titans),55,85,60,65,55,70,5,"Accelerated Development,Agility,Animal Attributes,Animal Oriented Powers,Cold Resistance,Dexterity,Durability,Electrokinesis,Endurance,Energy Beams,Energy Blasts,Enhanced Condition,Fire Resistance,Flight,Force Fields,Heal,Heat Generation,Heat Resistance,Intelligence,Jump,Latent Abilities,Levitation,Longevity,Natural Armor,Natural Weapons,Peak Human Condition,Seismic Power,Shapeshifting,Stamina,Super Speed,Super Strength,Terrakinesis,Transformation,Accelerated Healing,Acrobatics,Berserk Mode,Bullet Time,Changing Armor,Dark Arts,Dark Magic,Energy Constructs,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Enhanced Smell,Indomitable Will,Invulnerability,Magic,Marksmanship,Master Martial Artist,Master Tactician,Reflexes,Swordsmanship,Telekinesis,Vaporising Beams,Wallcrawling,Weapon-based Powers,Insanity",DCAU - DC Animated Universe,Bad,Male
Calendar Man,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Captain Clown,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Captain Marvel,80,100,100,45,75,45,3,"Accelerated Healing,Adaptation,Agility,Clairvoyance,Cold Resistance,Dexterity,Divine Powers,Durability,Electricity Absorption,Electricity Resistance,Electrokinesis,Endurance,Energy Blasts,Energy Manipulation,Fire Resistance,Flight,Heat Resistance,Indomitable Will,Intelligence,Invulnerability,Jump,Levitation,Longevity,Magic,Reflexes,Self-Sustenance,Stamina,Super Speed,Super Strength,Toxin and Disease Resistance,Age Manipulation,Electro-Magnetism Manipulation,Energy Absorption,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Godly Physiology,Magic Resistance,Master Tactician,Teleportation,Transformation",DCAU - DC Animated Universe,Good,Male
Catwoman,55,5,5,5,5,55,1,"Acrobatics,Agility,Peak Human Condition,Stamina,Endurance,Enhanced Thievery,Stealth",DCAU - DC Animated Universe,Good,Female
Cheetah,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Chimera,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Chuckco,40,20,5,30,15,20,2,"Durability,Super Strength,Enhanced Thievery,Fear Inducement,Weapon-based Powers",DCAU - DC Animated Universe,,Male
Circe,75,35,30,40,75,35,3,"Accelerated Healing,Animal Control,Divinity,Durability,Endurance,Illusions,Intelligence,Magic,Stamina,Age Manipulation,Agility,Animal Oriented Powers,Clairvoyance,Cloth Manipulation,Energy Absorption,Energy Blasts,Energy Manipulation,Energy Resistance,Fire Resistance,Flight,Force Fields,Godly Physiology,Immortality,Indomitable Will,Jump,Levitation,Life Manipulation,Love Inducement,Magic Resistance,Matter Manipulation,Mind Blast,Mind Control Resistance,Projection,Radiation Immunity,Reflexes,Regeneration,Telekinesis,Teleportation,Transmutation,Invulnerability,Necromancy,Reality Warping",DCAU - DC Animated Universe,Bad,Female
Clayface,45,25,17,25,30,45,1,"Durability,Shapeshifting,Stamina,Super Speed,Super Strength,Duplication,Elasticity,Size Changing,Wallcrawling,Self-Sustenance",DCAU - DC Animated Universe,Bad,Male
Commissioner Gordon,60,5,5,50,5,35,1,"Intelligence,Weapon-based Powers",DCAU - DC Animated Universe,Good,Male
Copperhead,65,5,15,15,20,35,2,"Acidic Spit,Agility,Durability,Acrobatics,Animal Attributes,Animal Oriented Powers,Endurance,Enhanced Thievery,Insanity,Power Suit,Reflexes,Shapeshifting,Size Changing",DCAU - DC Animated Universe,Bad,Male
Count Dracula,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,Bad,Male
Darkseid,95,100,75,75,100,95,5,"Accelerated Healing,Acid Resistants,Cold Resistance,Corruption,Durability,Endurance,Energy Beams,Energy Resistance,Existence Erasure,Fear Inducement,Fire Resistance,Flight,Godly Physiology,Heat Generation,Heat Resistance,Immortality,Intelligence,Interstellar Travel,Invulnerability,Jump,Longevity,Master Martial Artist,Master Tactician,Omega Effect,Omega Sanction,Pain Manipulation,Pain Suppression,Radiation Immunity,Reflexes,Spaceflight,Stamina,Super Speed,Super Strength,Vision - Heat,Agility,Banish,Cosmic Awareness,Electricity Resistance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Explosion Manipulation,Indomitable Will,Levitation,Possession Resistance,Preparation,Regeneration,Sealing,Self-Sustenance,Telekinesis,Teleportation,Toxin and Disease Resistance,Vehicular Mastery,Weapons Master,Resurrection",DCAU - DC Animated Universe,Bad,Male
Deadman,55,5,30,40,40,35,4,"Flight,Intelligence,Phasing,Possession,Stamina,Agility,Endurance,Immortality,Intangibility,Interstellar Travel,Invisibility,Magic,Possession Resistance,Sense Manipulation,Size Changing,Mind Control,Soul Resistance,Zombie Physiology",DCAU - DC Animated Universe,Good,Male
Deadshot,55,6,6,5,10,50,1,"Marksmanship,Stamina,Agility,Master Martial Artist,Reflexes,Stealth,Weapons Master",DCAU - DC Animated Universe,Bad,Male
Desaad,75,30,75,40,45,45,4,"Durability,Endurance,Intelligence,Stamina,Super Strength,Accelerated Healing,Emotional Power Up,Immortality,Indomitable Will,Memory Manipulation,Telepathy,Telepathy Resistance,Teleportation",DCAU - DC Animated Universe,Bad,Male
Despero,90,80,75,75,85,75,5,"Accelerated Healing,Durability,Endurance,Energy Beams,Flight,Reflexes,Regeneration,Stamina,Super Speed,Super Strength,Agility,Astral Projection,Electricity Resistance,Energy Resistance,Enhanced Senses,Force Fields,Illusions,Immortality,Invulnerability,Longevity,Magic,Master Martial Artist,Master Tactician,Mind Control,Possession,Telepathy,Matter Manipulation,Size Changing",DCAU - DC Animated Universe,Bad,Male
Doctor Fate,55,6,85,55,100,55,6,"Agility,Arcane Magic,Cold Resistance,Durability,Endurance,Energy Beams,Energy Blasts,Fire Resistance,Flight,Force Fields,Godly Physiology,Illusions,Intelligence,Magic,Magic Resistance,Reflexes,Stamina,Super Speed,Super Strength,Accelerated Healing,Acrobatics,Cosmic Awareness,Divinity,Energy Constructs,Energy Resistance,Enhanced Memory,Fate Manipulation,Fate Resistance,Interstellar Travel,Invisibility,Invulnerability,Levitation,Light Control,Necromancy,Portal Creation,Possession Resistance,Precognition,Teleportation,Toxin and Disease Resistance,Curse Manipulation,Possession",DCAU - DC Animated Universe,Good,Male
Doctor Light,65,5,25,25,30,20,2,"Durability,Flight,Light Control,Stamina,Super Speed,Endurance,Energy Blasts,Force Fields,Heat Generation",DCAU - DC Animated Universe,Good,Male
Doctor Psycho,85,1,10,10,40,15,1,"Stamina,Telekinesis,Telepathy,Astral Projection,Fear Inducement,Fear Manipulation,Force Fields,Insanity,Levitation,Mind Control,Telepathy Resistance",DCAU - DC Animated Universe,Bad,Male
Dove,65,15,10,15,30,50,1,"Durability,Enhanced Senses,Accelerated Healing,Acrobatics,Agility,Danger Sense,Enhanced Hearing,Enhanced Sight,Enhanced Smell,Enhanced Touch",DCAU - DC Animated Universe,Good,Female
Emerald Empress,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,Bad,Female
Emil Hamilton,80,1,5,5,10,15,1,"Intelligence,Empathy,Indomitable Will,Preparation",DCAU - DC Animated Universe,,Male
Emmylou,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Enrique El Gancho,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Etrigan,75,75,50,75,65,40,4,"Fire Resistance,Heat Generation,Heat Resistance,Hellfire Manipulation,Immortality,Intelligence,Invulnerability,Jump,Magic,Reflexes,Super Speed,Super Strength,Telepathy,Hellfire Resistance,Possession,Regeneration,Telepathy Resistance,Magic Resistance",DCAU - DC Animated Universe,,
Farmer Brown,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,Bad,
Felix Faust,95,25,25,25,25,15,5,"Durability,Endurance,Illusions,Indomitable Will,Magic,Summoning,Immortality,Soul Manipulation,Telekinesis,Telepathy",DCAU - DC Animated Universe,,
Fire,55,10,30,15,45,45,3,"Durability,Fire Control,Fire Resistance,Flight,Stamina,Super Speed,Agility,Elemental Transmogrification,Empathy,Endurance,Heat Generation,Heat Resistance,Indomitable Will",DCAU - DC Animated Universe,,
Flash,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Galatea,55,95,80,85,100,55,5,"Accelerated Healing,Agility,Endurance,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Flight,Intelligence,Invulnerability,Longevity,Stamina,Super Breath,Super Speed,Super Strength,Vision - Heat,Vision - X-Ray,Interstellar Travel,Vision - Microscopic,Vision - Telescopic",DCAU - DC Animated Universe,,
Galius Zed,70,60,65,50,80,15,5,"Energy Armor,Energy Beams,Energy Blasts,Energy Constructs,Flight,Interstellar Travel,Lantern Power Ring,Spaceflight,Super Speed,Super Strength,Cold Resistance,Energy Resistance,Fire Resistance,Force Fields,Invulnerability,Spatial Awareness",DCAU - DC Animated Universe,,
General Eiling,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
General Zod,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,Bad,Male
Gordon Godfrey,80,5,5,5,10,35,2,Social Influencing,DCAU - DC Animated Universe,,
Gorilla Grodd,80,25,10,25,25,35,3,"Animal Attributes,Durability,Endurance,Intelligence,Stamina,Super Strength,Agility,Enhanced Hearing,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Indomitable Will,Mind Blast,Telepathy,Animal Control,Mind Control",DCAU - DC Animated Universe,,
Granny Goodness,55,50,50,65,50,55,4,"Accelerated Healing,Endurance,Immortality,Intelligence,Radiation Immunity,Reflexes,Stamina,Super Speed,Super Strength,Toxin and Disease Resistance,Godly Physiology,Invulnerability",DCAU - DC Animated Universe,,
Green Arrow,0,0,0,0,0,0,0,Null,DCAU - DC Animated Universe,,
Green Lantern,60,75,70,65,80,35,5,"Endurance,Energy Armor,Energy Beams,Energy Blasts,Energy Constructs,Intelligence,Interstellar Travel,Lantern Power Ring,Spaceflight,Stamina,Super Speed,Super Strength,Flight,Invulnerability",DCAU - DC Animated Universe,Good,Male
Hades,90,6,95,100,100,80,6,"Accelerated Healing,Agility,Cold Resistance,Divinity,Durability,Endurance,Fear Inducement,Fire Control,Fire Resistance,Flight,Godly Physiology,Heat Resistance,Hellfire Manipulation,Hellfire Resistance,Immortality,Intelligence,Invulnerability,Jump,Magic,Master Martial Artist,Necromancy,Radiation Immunity,Reflexes,Self-Sustenance,Shapeshifting,Size Changing,Social Influencing,Stamina,Super Speed,Super Strength,Toxin and Disease Resistance,Age Manipulation,Bullet Time,Chaos Magic,Chaos Manipulation,Corruption,Curse Manipulation,Dark Arts,Death Manipulation,Death Touch,Electricity Resistance,Enhanced Hearing,Enhanced Memory,Enhanced Senses,Enhanced Sight,Enhanced Smell,Enhanced Touch,Heat Generation,Holy Resistance,Illusions,Indomitable Will,Intangibility,Interstellar Travel,Invisibility,Levitation,Life Manipulation,Magic Resistance,Master Tactician,Possession,Possession Resistance,Regeneration,Resurrection,Smoke Manipulation,Stealth,Telekinesis,Terrakinesis,Matter Manipulation",DCAU - DC Animated Universe,Good,Male
